folder,folder_idx,picked_images,top1_species,top1_score,top5_species,top5_scores,status_code,error
474_09774_australis,474,221e87e0-86eb-483b-8a7e-941f05cb6045.jpg;eb4a17ff-6d49-4fc3-a004-bdcb20645425.jpg;245fbc6c-ed3b-4326-adfc-4d4292cac1e1.jpg,Agathis australis,0.87477,Agathis australis;Agathis lanceolata;Agathis moorei;Podocarpus totara;Syzygium maire,0.87477;0.09919;0.04931;0.03612;0.02241,200,
475_09775_decurrens,475,6de21e06-124a-44c5-81a4-80981b678861.jpg;03ecfa9a-832f-4f46-8130-af551d889483.jpg;c78c7bac-5229-4f54-b332-37f53bd952e0.jpg,Calocedrus decurrens,0.44992,Calocedrus decurrens;Sequoiadendron giganteum;Sequoia sempervirens;Juniperus sabina;Juniperus phoenicea,0.44992;0.26129;0.17009;0.12967;0.05936,200,
476_09776_macrocarpa,476,b2a8f288-d168-45b9-a23a-077e08a210a8.jpg;bb86ef11-67c7-423d-b4eb-028b1c05b1d7.jpg;9fe9b38a-1a9e-4a62-a487-11fee0b800dc.jpg,Hesperocyparis macrocarpa,0.31029,Hesperocyparis macrocarpa;Cupressus sempervirens;Cedrus libani;Juniperus phoenicea;Juniperus sabina,0.31029;0.09256;0.07616;0.07432;0.06919,200,
477_09777_nootkatensis,477,65726e12-5e14-478b-af6c-cf2f67739808.jpg;56f742e0-745d-482b-aaa9-3f2be8f33a0a.jpg;7b7867ab-c60d-43e9-9c05-552289c297be.jpg,Juniperus thurifera,0.42705,Juniperus thurifera;Thuja plicata;Juniperus flaccida;Chamaecyparis lawsoniana;Calocedrus decurrens,0.42705;0.10076;0.08611;0.07346;0.06701,200,
478_09778_ashei,478,ad435a44-eedc-40d7-8f7e-cb8115fb49a4.jpg;e699c8c4-5ed6-4f2e-b16e-744a5183b1c9.jpg;bf98726a-c153-45df-af2e-d6c93ee429f4.jpg,Juniperus virginiana,0.53189,Juniperus virginiana;Juniperus ashei;Hesperocyparis macrocarpa;Cupressus sempervirens;Erica arborea,0.53189;0.11004;0.09509;0.0789;0.03602,200,
479_09779_californica,479,55266b30-ff72-449e-8113-5c808a2d1a39.jpg;c80dbc63-103c-4fae-a220-9af7615098e1.jpg;7c47b4a2-b3f8-43aa-ae57-19e9fc1a0762.jpg,,,,,404,http_404
480_09780_communis,480,a260f283-ad03-48f9-bf78-9850e4f434ad.jpg;491fe2b7-bd32-4f2d-a998-658204a3f137.jpg;48e5e322-8b0d-41fe-aacc-8f5e8837ef97.jpg,Juniperus communis,0.90267,Juniperus communis;Juniperus squamata;Juniperus rigida;Juniperus formosana;Juniperus oxycedrus,0.90267;0.21367;0.0654;0.0297;0.02618,200,
481_09781_deppeana,481,894d400a-da10-4289-a6f0-1a0b26794d0e.jpg;f7e1e6fc-16ff-4cfb-826e-715f196ab237.jpg;0a2575f3-c839-46dd-89a6-10a52bf2f86f.jpg,Juniperus deppeana,0.78831,Juniperus deppeana;Juniperus scopulorum;Juniperus horizontalis;Juniperus osteosperma;Pinus sylvestris,0.78831;0.48503;0.18096;0.14884;0.09188,200,
482_09782_grandis,482,8bcab81e-0448-42c9-9bf5-b90b9cca00c6.jpg;08276b23-d6f3-4211-abbd-5ef2759b026b.jpg;0603285e-0940-44fe-98bd-6689c62508d6.jpg,Juniperus occidentalis,0.37981,Juniperus occidentalis;Juniperus virginiana;Juniperus phoenicea;Pinus longaeva;Juniperus osteosperma,0.37981;0.14375;0.12584;0.11048;0.08409,200,
483_09783_horizontalis,483,5da449b1-6a68-4852-b3f1-731f153b3109.jpg;24d60944-8101-4154-a6bc-b0f67fffe1d7.jpg;2b257975-8cf8-4715-8fb0-bcd1d02848e0.jpg,Juniperus sabina,0.68087,Juniperus sabina;Juniperus virginiana;Juniperus phoenicea;Sedum album;Juniperus thurifera,0.68087;0.19972;0.06325;0.05921;0.04829,200,
484_09784_monosperma,484,0630511b-ecae-4b09-bf49-a3776bb86d17.jpg;f6afb00b-da51-4021-aedf-1bd916b69276.jpg;7fa06fc6-8bdf-47bc-a1d5-4a13bd3b5d48.jpg,Juniperus osteosperma,0.3414,Juniperus osteosperma;Juniperus monosperma;Juniperus thurifera;Juniperus pinchotii;Juniperus californica,0.3414;0.32337;0.10695;0.10482;0.09622,200,
485_09785_occidentalis,485,84960fc5-b492-4ea2-a1d4-834df135f8cd.jpg;16f6e3a7-5cb3-4af4-af57-83620d537b57.jpg;bbbf6c5a-dc73-4cf4-85e8-a6655c4bad2d.jpg,Juniperus osteosperma,0.60637,Juniperus osteosperma;Juniperus virginiana;Cupressus dupreziana;Juniperus californica;Pseudotsuga menziesii,0.60637;0.40344;0.18366;0.08543;0.08508,200,
486_09786_osteosperma,486,237e33c5-2141-478d-b0dd-0881b9b98530.jpg;dd1e996e-f676-4123-a410-d14720063570.jpg;d2ed435a-4a26-428e-af03-6be4b1d9c04b.jpg,Juniperus osteosperma,0.77707,Juniperus osteosperma;Juniperus monosperma;Juniperus thurifera;Juniperus deppeana;Juniperus occidentalis,0.77707;0.11887;0.11122;0.04852;0.04754,200,
487_09788_scopulorum,487,00279b10-8401-4235-a6d1-affa2fd5f50e.jpg;7fb93d5e-0ca0-4df5-8ed4-882e4b5e1886.jpg;de1ba522-e97b-4099-ab83-f7a53a32c7a0.jpg,Juniperus virginiana,0.2658,Juniperus virginiana;Erica arborea;Juniperus thurifera;Juniperus scopulorum;Cupressus sempervirens,0.2658;0.14053;0.10662;0.09905;0.09037,200,
488_09789_virginiana,488,ca32a08f-2d12-4600-b4a1-d735ad308e41.jpg;89074784-6ba7-442f-aa48-ed2b507d9f76.jpg;978141dc-fede-4652-b372-57b9e6e6a16b.jpg,Juniperus virginiana,0.51167,Juniperus virginiana;Hesperocyparis lusitanica;Austrocedrus chilensis;Chamaecyparis thyoides;Pinus flexilis,0.51167;0.19885;0.0941;0.04661;0.04219,200,
489_09790_sempervirens,489,d5e28cb6-6616-4135-8ffd-1e2697cb5183.jpg;1d3fd5f3-e26c-42db-8ccd-b058858da8c4.jpg;42f977f9-b89d-42ea-b9ad-8076b9d633ec.jpg,Sequoia sempervirens,0.67708,Sequoia sempervirens;Pseudotsuga menziesii;Sequoiadendron giganteum;Tsuga heterophylla;Pinus strobus,0.67708;0.23499;0.22203;0.08218;0.05761,200,
490_09791_giganteum,490,85846538-afff-402a-bb95-8001d1c62410.jpg;8e74797d-d9c4-4f6f-9ea1-6f445bd3fe19.jpg;53d7303d-000e-4eee-bce1-0248a7727fdb.jpg,Sequoiadendron giganteum,0.88145,Sequoiadendron giganteum;Eucalyptus regnans;Sequoia sempervirens;Pinus lambertiana;Fitzroya cupressoides,0.88145;0.24394;0.12281;0.036;0.03555,200,
491_09792_ascendens,491,8673cb26-94b4-405d-afbd-765cc9f422f2.jpg;e20bbafa-4b10-46a5-b35a-7599299fd1f7.jpg;277f4a34-de92-4b52-b458-33ef7dbaebcb.jpg,Taxodium distichum,0.41716,Taxodium distichum;Tamarix chinensis;Tamarix parviflora;Nothofagus antarctica;Tamarix gallica,0.41716;0.16315;0.07683;0.05765;0.04878,200,
492_09793_distichum,492,f05fbd6e-9491-43fc-b8fb-43d6e3f7ee1f.jpg;ef44fb91-293c-451a-ad7a-71bca5d8c964.jpg;4bbec47d-f5e9-4a80-bfbe-66338ece8a77.jpg,Taxodium distichum,0.95363,Taxodium distichum;Metasequoia glyptostroboides;Chamaecyparis thyoides;Salix alba;Salix caprea,0.95363;0.30097;0.04549;0.02877;0.02223,200,
493_09794_mucronatum,493,b1b68718-a6df-4156-98de-7e7e1140ae36.jpg;b3eebf58-3c99-4524-a4d1-2856d7e2a398.jpg;51cdc301-2e5e-4326-8064-33ebfb82fba7.jpg,Metasequoia glyptostroboides,0.31914,Metasequoia glyptostroboides;Taxodium distichum;Dacrycarpus dacrydioides;Abies bracteata;Faidherbia albida,0.31914;0.21317;0.05038;0.04005;0.03955,200,
494_09795_occidentalis,494,c9a3f505-0a35-4376-b86a-2ece73e1e8cd.jpg;34e5fd02-d403-4919-a84b-a365e58ccc46.jpg;55074295-e8cd-4a1c-84c2-7a324e8a2171.jpg,Cryptomeria japonica,0.47286,Cryptomeria japonica;Chamaecyparis thyoides;Thuja plicata;Dacrycarpus vieillardii;Juniperus virginiana,0.47286;0.10206;0.09767;0.05944;0.05629,200,
495_09796_plicata,495,2dde5617-7406-4c42-8872-8203b93aa1f7.jpg;84f8c2c8-3389-43ff-af93-d5cf41878f61.jpg;132c93bf-2a0d-46dd-9f80-86662d336e94.jpg,Thuja plicata,0.84179,Thuja plicata;Chamaecyparis lawsoniana;Pseudotsuga menziesii;Thuja occidentalis;Picea abies,0.84179;0.13262;0.07211;0.03942;0.03248,200,
496_09797_alba,496,f092284f-5d00-4df9-9539-ce59113dceb5.jpg;383927c9-accd-44c9-96aa-985ec77a822d.jpg;7fefad47-9826-4d2e-a903-e31e01424eea.jpg,Abies alba,0.79737,Abies alba;Abies balsamea;Abies grandis;Abies nordmanniana;Abies sibirica,0.79737;0.52951;0.23059;0.03277;0.02789,200,
497_09798_balsamea,497,ed5d5b23-4204-48fa-85b4-fa8e53e36cb2.jpg;818f6d37-f8f4-490d-a6e9-e3ce9f9dfe0f.jpg;c162b536-65ca-4919-8250-cc7b4d31c4b0.jpg,Abies balsamea,0.19578,Abies balsamea;Abies pinsapo;Pseudotsuga menziesii;Abies alba;Abies sibirica,0.19578;0.17048;0.165;0.09655;0.08844,200,
498_09799_concolor,498,29cf71dc-1aae-4730-9633-4e50872bef4a.jpg;ef3dfa1e-e4c6-44fc-84ba-70f1b2d40ccf.jpg;e2ed2af8-8285-4858-bfac-c7bd772a195b.jpg,Abies grandis,0.67889,Abies grandis;Pseudotsuga menziesii;Abies concolor;Abies durangensis;Abies bracteata,0.67889;0.13479;0.09361;0.09247;0.06095,200,
499_09800_grandis,499,a60f41a6-2cd2-4494-846b-51cca13c0a07.jpg;f489b64b-6d96-4eb2-bfc0-1d1f1dec745a.jpg;529bd183-f3c6-4123-9df4-a0a118d8b1e9.jpg,Abies grandis,0.90482,Abies grandis;Abies nordmanniana;Abies alba;Abies balsamea;Abies koreana,0.90482;0.13826;0.1239;0.07842;0.07166,200,
500_09801_lasiocarpa,500,c641013d-bc27-4912-aed2-8d62c9f0679e.jpg;650b1896-f484-4de6-b4d5-f58498057d80.jpg;27302dd6-e8b3-4f0d-b55d-5706a281efc0.jpg,Abies lasiocarpa,0.77796,Abies lasiocarpa;Abies balsamea;Picea jezoensis;Pseudotsuga menziesii;Abies sibirica,0.77796;0.16429;0.09916;0.08722;0.06308,200,
501_09802_sibirica,501,bfc820e8-bf57-4434-9e6f-ee3a488d048b.jpg;c903deeb-52de-4239-b244-c3d32b7dd1f9.jpg;2f41129f-4548-431d-b68c-f63e1da7b0df.jpg,,,,,404,http_404
502_09803_decidua,502,c957c013-2ca1-485f-8fe8-bdcb3c18b73a.jpg;0354452f-fa14-4881-9263-d2ecd1f70971.jpg;92d3f0ea-3c97-48b9-9120-58743474b888.jpg,Larix decidua,0.60809,Larix decidua;Larix sibirica;Cedrus atlantica;Larix × marschlinsii;Larix laricina,0.60809;0.19173;0.15116;0.13804;0.12806,200,
503_09804_laricina,503,82f8848d-3b6c-47d4-b90c-abd8d5e4ccc8.jpg;e9457e06-a65e-4e41-9f7a-b248427e2e17.jpg;4cd6699d-ab0d-4a57-b714-222bb7755519.jpg,Larix decidua,0.34275,Larix decidua;Larix laricina;Larix occidentalis;Larix × marschlinsii;Larix kaempferi,0.34275;0.19336;0.12183;0.10294;0.09518,200,
504_09805_occidentalis,504,4df7d149-7a1d-4dc9-8eae-36522b38c1b6.jpg;7ce7dffa-0422-49ec-89f7-538d885cb028.jpg;3f15d5b5-7b6a-4376-bfae-48af82df6f3a.jpg,Larix decidua,0.82153,Larix decidua;Larix lyallii;Pinus strobus;Larix occidentalis;Pinus sylvestris,0.82153;0.43068;0.12835;0.0849;0.06913,200,
505_09806_sibirica,505,770803f4-ce9f-4115-9e16-af3a4042fa77.jpg;2063040f-e4c1-4bfb-8448-84b7908cfb3a.jpg;0ff2946a-9327-4e4e-96e5-a4a0585bfb61.jpg,Larix sibirica,0.31908,Larix sibirica;Larix occidentalis;Larix decidua;Larix laricina;Larix × marschlinsii,0.31908;0.28259;0.2766;0.11737;0.03995,200,
506_09807_abies,506,4c707714-56e1-4ae2-90b3-3a60d9ea6bba.jpg;814d3b38-b24b-43ba-bebf-449ef3d14173.jpg;0560a679-08a1-47d6-a05e-3ca27053410f.jpg,Picea abies,0.27392,Picea abies;Picea mariana;Picea × lutzii;Picea rubens;Picea laxa,0.27392;0.18128;0.16057;0.1043;0.05195,200,
507_09808_engelmannii,507,efae9c3e-8b46-4066-b8de-77788eb7764d.jpg;91471466-4b93-4e82-9f33-c0c84c4fd6a6.jpg;3599df43-7305-4130-861f-712cecf0cc60.jpg,Picea engelmannii,0.64088,Picea engelmannii;Picea abies;Picea rubens;Pseudotsuga menziesii;Picea pungens,0.64088;0.23799;0.1859;0.05877;0.05387,200,
508_09809_glauca,508,cd67e9c7-2306-496c-8a8e-158da6f4a4d9.jpg;d08eff65-0303-47f0-9906-5a930d519d3e.jpg;eb986b8a-93af-4ed0-b69c-bc787e5e628f.jpg,Picea rubens,0.58538,Picea rubens;Picea abies;Picea mariana;Picea laxa;Abies balsamea,0.58538;0.2154;0.0612;0.04688;0.03788,200,
509_09810_mariana,509,ff5075b0-9b3c-4c51-a1bf-31c90749a04f.jpg;cb60e4b5-0542-4618-b039-0413d52e35f7.jpg;58c55f5d-e7e6-4d80-8a71-1c9658141ee7.jpg,,,,,404,http_404
510_09811_obovata,510,f9df8a68-2623-45a3-a71f-dfb6e9e5789a.jpg;ca5f2d14-0880-4c4a-9a1c-79d13285a078.jpg;30a2ceff-16d2-4e22-97d3-61cb5e863901.jpg,Picea mariana,0.50598,Picea mariana;Picea abies;Picea obovata;Picea rubens;Abies balsamea,0.50598;0.18058;0.13306;0.12922;0.12739,200,
511_09812_pungens,511,55180af3-62e2-43ba-9347-751e9fc8ac3a.jpg;aad177d7-da5c-49ff-b6fb-8aea32fdfe58.jpg;cda692f8-05ec-4c52-8a5a-e02b7cc7344b.jpg,Picea pungens,0.40143,Picea pungens;Picea rubens;Picea sitchensis;Picea chihuahuana;Picea × lutzii,0.40143;0.16088;0.09854;0.08785;0.07373,200,
512_09813_rubens,512,8043663e-72b0-4881-88cc-6133ae6a435e.jpg;ea7ef1c9-aa11-44b1-af78-bfd8f32908c7.jpg;eb4e75b6-7b12-4518-96b3-d2b4f7dd9efe.jpg,Picea rubens,0.87773,Picea rubens;Picea abies;Picea jezoensis;Pseudotsuga menziesii;Picea orientalis,0.87773;0.17157;0.08769;0.07013;0.04201,200,
513_09814_sitchensis,513,bae58d79-37e0-474e-b9fb-3518d00a10aa.jpg;19d6de6f-4b4b-42cb-9a12-bf36f61d25cd.jpg;2a9cbe8b-73c2-4e0f-8d8b-135776e69915.jpg,Picea sitchensis,0.44656,Picea sitchensis;Pseudotsuga menziesii;Picea abies;Abies alba;Picea chihuahuana,0.44656;0.26642;0.21401;0.10508;0.09635,200,
514_09815_albicaulis,514,cb36a688-cdce-4cc1-b410-1d0ee260215a.jpg;92d0e28c-fbef-4841-9dc6-5764d5cd6ed7.jpg;50425e00-aa44-46fb-93d1-86ab491d8978.jpg,Pinus albicaulis,0.34071,Pinus albicaulis;Pinus cembroides;Pinus flexilis;Pinus mugo;Pinus cembra,0.34071;0.26049;0.17277;0.12004;0.10308,200,
515_09816_banksiana,515,f452de2d-506d-427c-8392-fd834b17d860.jpg;89736baf-0891-499a-b60e-e873d2ae2d71.jpg;03f3eed6-9868-4e54-a87c-bf4954d8a515.jpg,Pinus banksiana,0.33686,Pinus banksiana;Pinus sylvestris;Pseudotsuga menziesii;Picea rubens;Pinus contorta,0.33686;0.11802;0.06056;0.0484;0.03338,200,
516_09817_cembroides,516,47bbdfbf-57cd-4c6f-9644-abb869f10556.jpg;571b1815-637c-474a-b216-6436de825363.jpg;89d6f716-2cfe-4346-9de2-ece5b62631a5.jpg,Pinus sylvestris,0.41043,Pinus sylvestris;Pinus mugo;Pinus edulis;Pinus halepensis;Pinus contorta,0.41043;0.16523;0.06992;0.06757;0.06489,200,
517_09818_contorta,517,bf53a093-6894-4b4e-8db3-f4f10f04a269.jpg;1eb44e01-3398-48e2-8038-5e3c7b02dcb0.jpg;ba91b11b-af51-4462-964c-a4e010b106ba.jpg,,,,,404,http_404
518_09819_coulteri,518,89b7f5c8-1b2c-4f34-ac63-c197d03d8fb3.jpg;7a7c0345-554b-40c6-ae60-09fd0f5cbbcb.jpg;6735da11-c125-4a3d-8a87-bae894e3f1d1.jpg,Pinus coulteri,0.98197,Pinus coulteri;Pinus arizonica;Pinus hartwegii;Pinus canariensis;Pinus jeffreyi,0.98197;0.07212;0.05874;0.03198;0.03182,200,
519_09820_echinata,519,c34a824f-386c-4834-a786-5cce1d119509.jpg;a7d87d8f-918c-4a6c-94af-6a2c81ca4181.jpg;27d069fe-f482-4c24-966f-a1e9d001f466.jpg,Pinus halepensis,0.21297,Pinus halepensis;Pinus brutia;Pinus sylvestris;Pinus virginiana;Pinus strobus,0.21297;0.16075;0.13378;0.11254;0.10923,200,
520_09821_edulis,520,5f0dd428-5ad6-4e25-95dc-5452b15212ba.jpg;36c0917f-6ee3-4522-95e9-ee439547860b.jpg;5cc71f58-8da3-4588-a6f1-da547bbcf49b.jpg,Pinus edulis,0.85772,Pinus edulis;Pinus monophylla;Pinus cembroides;Pinus quadrifolia;Arceuthobium divaricatum,0.85772;0.19503;0.10407;0.03726;0.03298,200,
521_09822_elliottii,521,123f2220-8af2-4408-89fe-6277d85cfefd.jpg;b862d279-3b46-407d-89ef-5e01c94b490d.jpg;6aeb004a-abfa-4e74-b0b5-592c164baaab.jpg,Pinus elliottii,0.31369,Pinus elliottii;Pinus latteri;Pinus caribaea;Pinus taeda;Pinus palustris,0.31369;0.26414;0.2503;0.20588;0.05108,200,
522_09823_flexilis,522,4fa7060d-0144-4dc0-bbb0-428abe2b6f2f.jpg;e7bd13ad-cb72-4ad7-b085-c76bf2f8bb18.jpg;66cb483b-986b-46d9-a6f8-cfb0c2390e2a.jpg,Pinus albicaulis,0.53839,Pinus albicaulis;Pinus flexilis;Pinus mugo;Pinus cembra;Pinus cembroides,0.53839;0.45486;0.16037;0.08928;0.07744,200,
523_09824_jeffreyi,523,4e23a67f-7d09-42e3-9fd1-ccb9c93aea24.jpg;c4904e3d-d82d-4f87-a79f-77ca041becfe.jpg;7d51535d-9fe7-42b4-88fd-aae0dfa352ce.jpg,Pinus ponderosa,0.51674,Pinus ponderosa;Pinus sylvestris;Pinus jeffreyi;Pinus nigra;Pinus wallichiana,0.51674;0.17807;0.0781;0.07744;0.07725,200,
524_09825_lambertiana,524,fc17dd84-bb54-4e7e-bb6c-bbf6fcb91503.jpg;6a008e38-bac3-422a-8d85-468e1a923a72.jpg;a51318c6-231b-43c2-8e50-e07181c206e0.jpg,Pinus lambertiana,0.69383,Pinus lambertiana;Pinus strobiformis;Pinus strobus;Pinus contorta;Pinus cembra,0.69383;0.14449;0.11338;0.08694;0.08468,200,
525_09826_longaeva,525,629e5eba-1137-458f-807c-85355790a43a.jpg;5703dd53-47e6-48b0-81dd-ce559e471359.jpg;4783bdf1-a039-4638-8031-7f200c60ffb6.jpg,Pinus albicaulis,0.41942,Pinus albicaulis;Pinus flexilis;Pinus longaeva;Abies alba;Pinus balfouriana,0.41942;0.40617;0.309;0.17925;0.12476,200,
526_09827_monophylla,526,cf329067-0b3c-4a71-b6f2-9c31894e9777.jpg;8e5de9c8-99da-493d-b4e8-62132279bfb8.jpg;87a7e679-dd13-41c7-947f-f2ed7f742058.jpg,Pinus monophylla,0.46822,Pinus monophylla;Pinus edulis;Pinus pinea;Pinus sylvestris;Pinus ponderosa,0.46822;0.40655;0.14988;0.11274;0.03303,200,
527_09828_monticola,527,321fd40a-bdea-4868-a819-074e3dbf7621.jpg;304e2c53-2fea-4cdd-8882-420b68175170.jpg;4d309df2-58c8-4e4b-a5a4-1df075e6f5a9.jpg,Pinus halepensis,0.28149,Pinus halepensis;Pinus strobus;Pinus monticola;Pinus cembra;Pinus sibirica,0.28149;0.20023;0.13289;0.10172;0.09316,200,
528_09829_nigra,528,6f33a3a8-9613-4d53-8994-4983e21e2a4c.jpg;e465a75b-7c66-4222-8d4c-45ea9443ae01.jpg;8b25c796-07b1-42bf-8ea5-b47715e5affc.jpg,Pinus nigra,0.32926,Pinus nigra;Pinus sylvestris;Pinus pinaster;Pinus halepensis;Pinus brutia,0.32926;0.19364;0.04969;0.04056;0.02116,200,
529_09830_palustris,529,dad84cdb-a43d-4730-97e1-3eb3f72ec730.jpg;8ed2d0e9-9052-4fd8-b51b-c1aa1ef25abd.jpg;df101150-89fe-4d4f-8754-ff73c68a0497.jpg,Pinus palustris,0.66713,Pinus palustris;Pinus taeda;Pinus pinaster;Pinus caribaea;Pinus elliottii,0.66713;0.25213;0.20085;0.16973;0.09477,200,
530_09831_pinaster,530,a25e810d-15db-40b2-8126-d4ffde7c4d37.jpg;10a27b06-2976-4b76-9ab4-8f7ef9e305df.jpg;2143045b-b072-412c-9197-34ac6fe31ca9.jpg,Pinus radiata,0.36928,Pinus radiata;Pinus halepensis;Pinus pinaster;Pinus brutia;Pinus resinosa,0.36928;0.22087;0.11707;0.09478;0.09075,200,
531_09832_pinea,531,5f958e0f-699b-45a5-b61a-f16fb727b8ea.jpg;91676b74-4022-492a-bb45-7f4dbb9d48b5.jpg;57754f2a-ab33-4f80-a8ff-a1da95309404.jpg,,,,,404,http_404
532_09833_ponderosa,532,95384581-bcc7-43cd-a971-b2a9fb37bedc.jpg;dad4a6f9-3236-49ab-8217-c44ec53a04c1.jpg;7db875d6-674f-403d-85e2-018d25bd0587.jpg,Pinus pinaster,0.26225,Pinus pinaster;Pinus ponderosa;Pinus nigra;Pinus resinosa;Pinus canariensis,0.26225;0.23543;0.09139;0.0886;0.08302,200,
533_09834_radiata,533,9b5f4c08-d9a7-4fe7-913e-0fc1f6923b53.jpg;630003aa-05f4-43f7-a9e3-c7bc1f628e18.jpg;3018526a-96f5-4386-85d6-e04f0f0a62da.jpg,Pinus radiata,0.21945,Pinus radiata;Pinus cembra;Pinus ponderosa;Pinus thunbergii;Pinus sylvestris,0.21945;0.09626;0.07504;0.05831;0.05209,200,
534_09835_resinosa,534,542adad2-6011-4293-a3a1-ae331cbc1798.jpg;66424aa3-f89e-4d36-882a-e527f510d8e1.jpg;47e0bb3e-5b0d-4181-8f40-e219da201bd0.jpg,Pinus nigra,0.30403,Pinus nigra;Pinus brutia;Pinus sylvestris;Pinus pinaster;Pinus halepensis,0.30403;0.06908;0.05019;0.04976;0.02847,200,
535_09836_rigida,535,1b7787bc-a0fe-4612-8b93-352a4756d4d5.jpg;542ecf9b-10a9-4baa-b38a-8515a566e3c7.jpg;e69808f5-8da2-483f-9448-2114c6ea3c8d.jpg,Pinus mugo,0.3555,Pinus mugo;Pinus sylvestris;Pinus pinaster;Pinus rigida;Pinus radiata,0.3555;0.26368;0.13519;0.12171;0.07716,200,
536_09837_sabiniana,536,d9ae1e2c-38ae-413a-adcc-1baede1837bf.jpg;cc5ce6cb-88bd-41a7-926f-4d0723d88b05.jpg;d8c4061e-611d-4539-8965-2aca027bca61.jpg,Pinus sabiniana,0.56188,Pinus sabiniana;Pinus pinaster;Pinus canariensis;Pinus coulteri;Pinus attenuata,0.56188;0.20755;0.11828;0.10017;0.05758,200,
537_09838_sibirica,537,d4ba0d56-d493-4214-bf94-b5de8e029fda.jpg;25a8a4c9-f9b5-49ba-804d-4ded1d3657bf.jpg;3a039e81-16f9-40c2-84dc-ecb12887a7e3.jpg,Pinus cembra,0.66664,Pinus cembra;Pinus rigida;Pinus strobus;Pinus albicaulis;Pinus nigra,0.66664;0.10372;0.06282;0.05374;0.04465,200,
538_09839_strobus,538,2bcb2da6-726f-4a1f-8b14-fdcd92d42012.jpg;3a492f59-e596-4842-b298-5fe6ca655901.jpg;e6b9c3a4-18e6-4fea-b798-6d79039c0abc.jpg,Pinus strobus,0.55414,Pinus strobus;Pinus sibirica;Pinus halepensis;Pinus wallichiana;Pinus pinaster,0.55414;0.13301;0.09669;0.08729;0.06476,200,
539_09840_sylvestris,539,446918a6-f01e-44fa-94f9-cc73b27d41e8.jpg;377abfa9-3a00-4791-aa29-1d675e2cc9e8.jpg;feb61d3e-1c5d-4561-9c3e-206f0b2e5b5a.jpg,,,,,404,http_404
540_09841_taeda,540,801ab1ba-1e7a-47f3-8108-368fd8afb711.jpg;3ccb0f18-20e9-48f4-b5f8-391a80e54f32.jpg;b7659279-236d-48c2-a17c-5a004b67ada9.jpg,Pinus halepensis,0.29528,Pinus halepensis;Pinus pinea;Pinus taeda;Pinus elliottii;Pinus canariensis,0.29528;0.23818;0.20473;0.13195;0.10524,200,
541_09842_torreyana,541,6730dfa7-fcaa-466d-9f51-976f8a054ea1.jpg;f3e8e0c6-cfec-4304-9bac-50a0195a6e22.jpg;7addc81a-1994-476e-b51c-4211cf339390.jpg,Pinus canariensis,0.27727,Pinus canariensis;Pinus torreyana;Pinus coulteri;Pinus jeffreyi;Pinus palustris,0.27727;0.24034;0.17853;0.12163;0.09344,200,
542_09843_virginiana,542,a4ff5109-5c42-47a0-a37e-9d6fc2e6593d.jpg;26edaa69-5d1f-4811-ae3f-c402acaf63f3.jpg;a5b36df2-6bdb-4647-890a-2fa493cb4c3b.jpg,Pinus virginiana,0.54673,Pinus virginiana;Pinus taeda;Pinus sylvestris;Pinus rigida;Pinus echinata,0.54673;0.27455;0.27311;0.17612;0.17169,200,
543_09844_menziesii,543,73f59cd8-924c-4372-8939-1b301db0d34c.jpg;7064f5a0-e723-424b-ad22-8154d9b936e3.jpg;27c36f0b-954f-438b-a410-3e0fb0a96f07.jpg,Pseudotsuga menziesii,0.454,Pseudotsuga menziesii;Picea breweriana;Abies balsamea;Picea chihuahuana;Larix decidua,0.454;0.16548;0.14786;0.08168;0.06856,200,
544_09845_canadensis,544,73b1f9af-a0eb-4899-8ac6-488eb74bff9c.jpg;8ebeb27b-0ab5-4cb4-88b5-957ead4f5f23.jpg;749d3016-fe78-42de-9a5e-f939abfad26a.jpg,Tsuga canadensis,0.86212,Tsuga canadensis;Picea orientalis;Tsuga heterophylla;Picea mariana;Taxus baccata,0.86212;0.42905;0.26444;0.00909;0.00811,200,
545_09846_heterophylla,545,c237f3ca-5a57-4926-b4bb-c1f915791d8b.jpg;6eb22ab1-b428-4feb-801b-a6b17a97eebf.jpg;e8faf9c0-4847-48d9-835b-b925dfa6d825.jpg,Tsuga heterophylla,0.56827,Tsuga heterophylla;Cedrus deodara;Larix decidua;Tsuga canadensis;Cedrus libani,0.56827;0.22497;0.2015;0.18074;0.09049,200,
546_09847_mertensiana,546,3b075d80-05ae-4cfd-aa22-23d52bfeaee7.jpg;6000dea1-de8f-474e-ac80-51dd4529b084.jpg;bc0e03cb-0c10-4e19-a469-5300b281a7bc.jpg,Tsuga mertensiana,0.70723,Tsuga mertensiana;Erica cinerea;Erica carnea;Tsuga caroliniana;Abies alba,0.70723;0.04933;0.04397;0.04151;0.03212,200,
547_09848_dacrydioides,547,6edeade7-c77f-462b-88a4-865b95d6f701.jpg;dd00e918-4af5-4d86-beaa-f31e2b83656d.jpg;b6f50c3f-3cb9-48df-91d6-4b69d455c66b.jpg,Lycopodium annotinum,0.08529,Lycopodium annotinum;Dracaena draco;Monotropa hypopitys;Dacrycarpus dacrydioides;Agathis australis,0.08529;0.07139;0.04047;0.03888;0.02677,200,
